id,name,artifact_type,category,availability,status,primary_url,description
prompt-and-context-caching--helicone,Helicone,tool,Prompt and Context Caching,open-source,active,https://github.com/Helicone/helicone,"Helicone is an open-source LLM gateway with request logging, provider proxying, and response caching; after its March 2026 acquisition, the service remains live in maintenance mode."
prompt-and-context-caching--gptcache,GPTCache,tool,Prompt and Context Caching,open-source,active,https://github.com/zilliztech/GPTCache,"GPTCache is an open-source semantic cache for language-model applications, with configurable embedding, vector search, similarity evaluation, storage, eviction, and framework integrations."
prompt-and-context-caching--lmcache,LMCache,tool,Prompt and Context Caching,open-source,active,https://github.com/LMCache/LMCache,"LMCache is an open-source serving layer that stores and reuses language-model KV-cache states across requests, instances, and storage tiers to reduce repeated prefill work."
structured-output-and-schemas--instructor,Instructor,tool,Structured Output and Schemas,open-source,active,https://github.com/567-labs/instructor,"Instructor is a multi-language library for extracting validated structured data from model APIs using typed schemas, automatic retries, streaming, nested objects, and provider adapters."
structured-output-and-schemas--outlines,Outlines,tool,Structured Output and Schemas,open-source,active,https://github.com/dottxt-ai/outlines,"Outlines is a structured-generation library that constrains local and served language models to JSON Schema, regular expressions, grammars, choices, and typed Python models."
structured-output-and-schemas--guidance,Guidance,tool,Structured Output and Schemas,open-source,active,https://github.com/guidance-ai/guidance,"Guidance is a language for interleaving prompts, constrained generation, selections, grammars, tool calls, and Python control flow while executing supported language models."
structured-output-and-schemas--guardrails-ai,Guardrails AI,tool,Structured Output and Schemas,open-source,active,https://github.com/guardrails-ai/guardrails,"Guardrails AI is a Python framework for validating model inputs and outputs against schemas and reusable validators, with corrective re-asking and a community validator hub."
structured-output-and-schemas--xgrammar,XGrammar,tool,Structured Output and Schemas,open-source,active,https://github.com/mlc-ai/xgrammar,"XGrammar is an open-source structured-generation engine that compiles JSON Schema, EBNF grammars, and regular expressions into token masks for multiple inference runtimes."
structured-output-and-schemas--llguidance,llguidance,tool,Structured Output and Schemas,open-source,active,https://github.com/guidance-ai/llguidance,"llguidance is a Rust grammar engine for fast constrained decoding from JSON Schema and context-free grammars, with integrations into language-model serving systems."
structured-output-and-schemas--lm-format-enforcer,LM Format Enforcer,tool,Structured Output and Schemas,open-source,active,https://github.com/noamgat/lm-format-enforcer,"LM Format Enforcer filters a model's allowed next tokens according to a JSON Schema or regular expression and integrates with Transformers, vLLM, and other runtimes."
structured-output-and-schemas--jsonformer,Jsonformer,tool,Structured Output and Schemas,open-source,active,https://github.com/1rgs/jsonformer,Jsonformer is a constrained-decoding library that fills only variable portions of a JSON Schema while the library supplies fixed JSON syntax for supported Hugging Face models.
structured-output-and-schemas--baml,BAML,tool,Structured Output and Schemas,open-source,active,https://github.com/BoundaryML/baml,"BAML is a domain-specific language and toolchain for defining model functions, prompts, typed schemas, provider fallbacks, tests, and generated clients across programming languages."
structured-output-and-schemas--typechat,TypeChat,tool,Structured Output and Schemas,open-source,active,https://github.com/microsoft/TypeChat,"TypeChat is Microsoft's library for translating natural-language requests into JSON objects validated against TypeScript types, with schema prompting and repair workflows."
context-observability-and-debugging--arize-phoenix,Arize Phoenix,tool,Context Observability and Debugging,open-source,active,https://github.com/Arize-ai/phoenix,"Arize Phoenix is an OpenTelemetry-based observability and evaluation platform for tracing model calls, retrievals, tool invocations, sessions, token use, and application quality."
context-observability-and-debugging--openllmetry,OpenLLMetry,tool,Context Observability and Debugging,open-source,active,https://github.com/traceloop/openllmetry,"OpenLLMetry is Traceloop's open-source OpenTelemetry instrumentation for model SDKs, vector databases, and agent frameworks, exporting traces and metrics to compatible backends."
context-observability-and-debugging--openinference,OpenInference,tool,Context Observability and Debugging,open-source,active,https://github.com/Arize-ai/openinference,"OpenInference is an open semantic convention and instrumentation collection for representing model, retrieval, embedding, reranking, and agent spans through OpenTelemetry."
context-observability-and-debugging--opik,Opik,tool,Context Observability and Debugging,open-core,active,https://github.com/comet-ml/opik,"Opik is Comet's open-source platform and managed service for tracing, prompt and dataset experiments, evaluations, production monitoring, and agent optimization."
context-observability-and-debugging--agentops,AgentOps,tool,Context Observability and Debugging,open-core,active,https://github.com/AgentOps-AI/agentops,"AgentOps is an open-source agent observability SDK and hosted platform for recording sessions, model calls, tool use, costs, errors, replays, and evaluations."
context-observability-and-debugging--lunary,Lunary,tool,Context Observability and Debugging,open-core,active,https://github.com/lunary-ai/lunary,"Lunary is an open-source LLM application platform and hosted service for traces, prompt templates, user feedback, analytics, datasets, evaluations, and team collaboration."
context-observability-and-debugging--laminar,Laminar,tool,Context Observability and Debugging,open-core,active,https://github.com/lmnr-ai/lmnr,"Laminar is an open-source and hosted observability platform for OpenTelemetry traces, evaluations, datasets, prompt management, browser-agent events, and production monitoring."
context-observability-and-debugging--langtrace,Langtrace,tool,Context Observability and Debugging,open-core,active,https://github.com/Scale3-Labs/langtrace,"Langtrace is an open-source OpenTelemetry instrumentation and observability platform for tracing model APIs, frameworks, vector stores, tool calls, costs, and evaluations."
context-observability-and-debugging--pydantic-logfire,Pydantic Logfire,tool,Context Observability and Debugging,open-core,active,https://github.com/pydantic/logfire,"Pydantic Logfire is an OpenTelemetry-based observability SDK and hosted service with integrations for PydanticAI, model providers, application frameworks, databases, logs, and traces."
context-observability-and-debugging--langwatch,LangWatch,tool,Context Observability and Debugging,open-core,active,https://github.com/langwatch/langwatch,"LangWatch is an open-source and hosted platform for agent traces, datasets, evaluations, prompt optimization, production monitoring, and multi-turn scenario testing."
context-observability-and-debugging--datadog-llm-observability,Datadog LLM Observability,tool,Context Observability and Debugging,commercial,active,https://www.datadoghq.com/product/llm-observability/,"Datadog LLM Observability traces model and agent workflows, including prompts, retrievals, tools, costs, latency, quality signals, security checks, and links to application telemetry."
context-observability-and-debugging--new-relic-ai-monitoring,New Relic AI Monitoring,tool,Context Observability and Debugging,commercial,active,https://newrelic.com/platform/ai-monitoring,"New Relic AI Monitoring instruments supported model libraries and agent frameworks to connect prompts, responses, token consumption, cost, errors, and latency with application performance data."
context-observability-and-debugging--confident-ai,Confident AI,tool,Context Observability and Debugging,commercial,active,https://www.confident-ai.com,"Confident AI is an AI quality platform for enterprise teams to standardize context and RAG evals plus observability across product teams, with AI governance enforcing the shared quality bar."
context-quality-evaluation--deepeval-contextual-metrics,DeepEval contextual metrics,tool,Context Quality Evaluation,open-source,active,https://github.com/confident-ai/deepeval,"DeepEval is an open-source LLM evaluation framework whose contextual precision, contextual recall, and contextual relevancy metrics assess retrieval ranking, evidence coverage, and signal-to-noise in supplied context."
context-quality-evaluation--ragas,Ragas,tool,Context Quality Evaluation,open-source,active,https://github.com/vibrantlabsai/ragas,"Ragas is an open-source evaluation toolkit with context precision, context recall, context relevance, faithfulness, response relevance, test-data generation, and experiment workflows for RAG applications."
context-quality-evaluation--trulens,TruLens,tool,Context Quality Evaluation,open-source,active,https://github.com/truera/trulens,"TruLens is an open-source evaluation and tracking library that instruments LLM applications and implements feedback functions including context relevance, groundedness, and answer relevance."
context-quality-evaluation--ragchecker,RAGChecker,tool,Context Quality Evaluation,open-source,active,https://github.com/amazon-science/RAGChecker,"RAGChecker is Amazon Science's fine-grained RAG evaluation framework, using claim-level entailment to diagnose retriever and generator errors separately."
context-quality-evaluation--ares,ARES,tool,Context Quality Evaluation,open-source,active,https://github.com/stanford-futuredata/ARES,"ARES is Stanford's automated RAG evaluation system using synthetic queries, lightweight judges, and prediction-powered inference to estimate context relevance, faithfulness, and answer relevance."
context-quality-evaluation--tonic-validate,Tonic Validate,tool,Context Quality Evaluation,open-core,active,https://github.com/TonicAI/tonic_validate,"Tonic Validate is an open-source RAG evaluation library and hosted product with retrieval precision and recall, answer similarity, faithfulness, benchmark datasets, and experiment visualization."
context-quality-evaluation--autorag,AutoRAG,tool,Context Quality Evaluation,open-source,active,https://github.com/Marker-Inc-Korea/AutoRAG,"AutoRAG is an open-source optimization framework that evaluates combinations of chunking, retrieval, reranking, and generation modules on a user dataset and selected metrics."
context-quality-evaluation--giskard,Giskard,tool,Context Quality Evaluation,open-core,active,https://github.com/Giskard-AI/giskard-oss,"Giskard is an open-source testing library and commercial platform for scanning RAG and agent applications for hallucination, prompt injection, sensitive-data leakage, and business failures."
context-quality-evaluation--ragtruth,RAGTruth,tool,Context Quality Evaluation,open-source,active,https://github.com/ParticleMedia/RAGTruth,"RAGTruth is a corpus and evaluation resource with word-level hallucination annotations across RAG responses, supporting groundedness analysis and detector development."
context-quality-evaluation--beir,BEIR,tool,Context Quality Evaluation,open-source,active,https://github.com/beir-cellar/beir,"BEIR is an open-source benchmark and evaluation library for zero-shot information retrieval across heterogeneous datasets, with standard ranking metrics for retriever comparison."
context-security-and-privacy--microsoft-presidio,Microsoft Presidio,tool,Context Security and Privacy,open-source,active,https://github.com/microsoft/presidio,"Microsoft Presidio is a framework for detecting, anonymizing, redacting, and synthesizing personally identifiable information in text, images, and structured data before or after model use."
context-security-and-privacy--prompt-guard,Prompt Guard,tool,Context Security and Privacy,open-weights,active,https://github.com/meta-llama/PurpleLlama/tree/main/Prompt-Guard,Prompt Guard is Meta's downloadable classifier model for detecting jailbreaks and prompt injections in direct user input or untrusted external content.
context-security-and-privacy--llamafirewall,LlamaFirewall,tool,Context Security and Privacy,open-source,active,https://github.com/meta-llama/PurpleLlama/tree/main/LlamaFirewall,"LlamaFirewall is Meta's runtime guardrail framework for agentic systems, combining prompt-injection detection, agent-alignment checks, and code-safety analysis around model and tool interactions."
context-security-and-privacy--lakera-guard,Lakera Guard,tool,Context Security and Privacy,commercial,active,https://www.lakera.ai/lakera-guard,"Lakera Guard is a commercial API firewall for detecting prompt injection, jailbreaks, content-policy violations, and sensitive information in model inputs and outputs."
context-security-and-privacy--snyk-agent-scan,Snyk Agent Scan,tool,Context Security and Privacy,open-source,active,https://github.com/snyk/agent-scan,"Snyk Agent Scan, formerly MCP-Scan, inventories agents, MCP servers, and skills and scans them for prompt injection, tool poisoning, shadowing, toxic flows, secrets, and malware-like instructions."
context-security-and-privacy--invariant-guardrails,Invariant Guardrails,tool,Context Security and Privacy,open-source,active,https://github.com/invariantlabs-ai/invariant,"Invariant Guardrails is a policy language and runtime for inspecting agent traces and enforcing constraints over messages, tool calls, data flows, PII, and security-sensitive actions."
context-security-and-privacy--nemo-guardrails,NeMo Guardrails,tool,Context Security and Privacy,open-source,active,https://github.com/NVIDIA-NeMo/Guardrails,"NeMo Guardrails is NVIDIA's framework for programmable input, retrieval, dialog, execution, and output rails, with Colang policies and integrations for safety and injection detection."
context-security-and-privacy--deepteam,DeepTeam,tool,Context Security and Privacy,open-source,active,https://github.com/confident-ai/deepteam,"DeepTeam is an open-source red-teaming framework for probing model applications for prompt injection, data leakage, unsafe behavior, bias, misinformation, and other configurable vulnerabilities."
context-security-and-privacy--openai-guardrails,OpenAI Guardrails,tool,Context Security and Privacy,open-source,active,https://github.com/openai/openai-guardrails-python,"OpenAI Guardrails is a modular Python framework for running configurable input and output checks, including moderation, jailbreak detection, PII handling, and custom validators."
context-security-and-privacy--amazon-bedrock-guardrails,Amazon Bedrock Guardrails,tool,Context Security and Privacy,commercial,active,https://aws.amazon.com/bedrock/guardrails/,"Amazon Bedrock Guardrails applies configurable content filters, denied topics, word filters, sensitive-information controls, automated reasoning checks, and contextual grounding checks to supported model applications."
context-security-and-privacy--azure-ai-content-safety,Azure AI Content Safety,tool,Context Security and Privacy,commercial,active,https://azure.microsoft.com/en-us/products/ai-services/ai-content-safety,"Azure AI Content Safety provides moderation classifiers, Prompt Shields for direct and indirect injection, protected-material detection, groundedness checks, and custom blocklists through managed APIs."
context-security-and-privacy--google-model-armor,Google Model Armor,tool,Context Security and Privacy,commercial,active,https://cloud.google.com/security-command-center/docs/model-armor-overview,"Google Model Armor screens prompts and responses for injection, jailbreaks, malicious URLs, sensitive data, and harmful content through Google Cloud security controls."
context-security-and-privacy--private-ai,Private AI,tool,Context Security and Privacy,commercial,active,https://www.private-ai.com,"Private AI provides deployment-flexible APIs and containers for detecting, redacting, replacing, and re-identifying personal or sensitive information before data enters model context."
discontinued-and-historical-tools--humanloop,Humanloop,historical,Discontinued and Historical Tools,discontinued,discontinued,https://humanloop.com/docs/v5/guides/migrating-from-humanloop.md,"Humanloop was a prompt management, evaluation, and observability platform that shut down on September 8, 2025 after its team joined Anthropic; customer accounts and platform data were deleted."
discontinued-and-historical-tools--llm-guard,LLM Guard,historical,Discontinued and Historical Tools,discontinued,discontinued,https://github.com/protectai/llm-guard,"LLM Guard is an archived open-source toolkit that provided prompt-injection, toxicity, token-limit, PII, and sensitive-output scanners; the repository remains available for reference and forks."
discontinued-and-historical-tools--rebuff,Rebuff,historical,Discontinued and Historical Tools,discontinued,discontinued,https://github.com/protectai/rebuff,"Rebuff is an archived open-source prompt-injection detector that combined heuristics, model-based detection, canary tokens, and an attack database; it is retained as an early layered-defense implementation."
discontinued-and-historical-tools--promptsource,PromptSource,historical,Discontinued and Historical Tools,discontinued,discontinued,https://github.com/bigscience-workshop/promptsource,"PromptSource is an archived BigScience toolkit for creating, versioning, and sharing natural-language prompt templates over datasets, used during the T0 research program."
discontinued-and-historical-tools--prompthub,PromptHub,historical,Discontinued and Historical Tools,discontinued,discontinued,https://www.prompthub.us/,"PromptHub is a Git-style prompt registry whose service was reported as winding down in mid-2026; its official site remained reachable at review time, so existing users should verify availability directly."
